product_name,total_orders,rank,share_pct,cum_share_pct
Special K Red Berries Crunchy Rice & Wheat Flakes with Strawberries,208,14016,0.0006412926684308175,94.5116909349179
Cherry Craisins,208,14017,0.0006412926684308175,94.51233222758633
Lentil Sage Vegan Deli Slices,208,14018,0.0006412926684308175,94.51297352025476
Lite Poppy Seed Dressing Lite,208,14019,0.0006412926684308175,94.5136148129232
Original Granola,208,14020,0.0006412926684308175,94.51425610559163
"Lean, Seasoned Turkey Burger",208,14021,0.0006412926684308175,94.51489739826006
Advantage Shakes Vanilla,208,14022,0.0006412926684308175,94.5155386909285
"Broccoli, Carrots, Cauliflower, & Cheese Sauce",208,14023,0.0006412926684308175,94.51617998359693
Grapefruit,208,14024,0.0006412926684308175,94.51682127626536
Cheese Fix Party Size,208,14025,0.0006412926684308175,94.5174625689338
Original Plain Mega Probiotic,208,14026,0.0006412926684308175,94.51810386160223
Rainbow Peppercorns,208,14027,0.0006412926684308175,94.51874515427066
Seltzer Calorie-free Cranberry Lime,208,14028,0.0006412926684308175,94.5193864469391
Eggo Thick & Fluffy Cinnamon Brown Sugar Waffles,208,14029,0.0006412926684308175,94.52002773960753
Seasoned & Cooked Pulled White Meat Chicken with Jack Daniel's Barbeque Sauce,208,14030,0.0006412926684308175,94.52066903227596
Baby Dry Diapers Jumbo Pack - Size 5,208,14031,0.0006412926684308175,94.5213103249444
Quinoa Burgers - 4 CT,208,14032,0.0006412926684308175,94.52195161761283
Nuggets Milk Chocolate with Toffee & Almonds Classic Bag,208,14033,0.0006412926684308175,94.52259291028126
"Provolone Cheese & Italian Dry Salame, Deli Thin Sliced, Snack Pack",208,14034,0.0006412926684308175,94.5232342029497
Wonderful Pomegranate Cherry 100% Juice,208,14035,0.0006412926684308175,94.52387549561813
Coconut Oil,208,14036,0.0006412926684308175,94.52451678828656
Diet Green Tea With Citrus,208,14037,0.0006412926684308175,94.525158080955
Blue Sparkle Fresh Scent Liquid Fabric Softener,208,14038,0.0006412926684308175,94.52579937362343
Hommus Roasted Eggplant,208,14039,0.0006412926684308175,94.52644066629186
"Tofu, Soft",208,14040,0.0006412926684308175,94.5270819589603
Raw Whole Flaxseed,208,14041,0.0006412926684308175,94.52772325162873
Premium Organic Pasta Sauce Family Marinara,208,14042,0.0006412926684308175,94.52836454429716
Tuscany Pumpkin Pasta Sauce,208,14043,0.0006412926684308175,94.5290058369656
Organic Raw Shredded Coconut,208,14044,0.0006412926684308175,94.52964712963403
Ibuprofen Liqui-Gels,208,14045,0.0006412926684308175,94.53028842230246
Mocha Iced Coffee,208,14046,0.0006412926684308175,94.5309297149709
Traditional Hot English Mustard,208,14047,0.0006412926684308175,94.53157100763933
Moroccan Argan Oil Shampoo,208,14048,0.0006412926684308175,94.53221230030776
Jammy Sammy Apple Cinnamon & Oatmeal Snack Size Sandwich Bar,208,14049,0.0006412926684308175,94.5328535929762
Sriracha Arare Rice Cracker,207,14050,0.0006382095306018233,94.5334918025068
Rustic Cut Organic Ruby Red Beets,207,14051,0.0006382095306018233,94.53413001203741
Big Bowl Round Containers + Lids,207,14052,0.0006382095306018233,94.53476822156802
Honey Maid Graham Cracker Crumbs,207,14053,0.0006382095306018233,94.53540643109862
Cheddar And Sour Cream,207,14054,0.0006382095306018233,94.53604464062923
Salsa,207,14055,0.0006382095306018233,94.53668285015983
Legendary Bar-B-Q Sauce Hickory Bourbon,207,14056,0.0006382095306018233,94.53732105969044
Seedless Jewish Rye Bread,207,14057,0.0006382095306018233,94.53795926922105
Organic Superfood Coconut Flour Gluten-Free,207,14058,0.0006382095306018233,94.53859747875165
Fruit & Nut Bar Raspberry Cashew & Chia,207,14059,0.0006382095306018233,94.53923568828226
Gel Hand Wash Juicy Pear,207,14060,0.0006382095306018233,94.53987389781287
Organic Ginger Maple Tonic Juice,207,14061,0.0006382095306018233,94.54051210734347
On the Go Pink Lemonade Drink Mix,207,14062,0.0006382095306018233,94.54115031687408
Honey Mustard Lighten Up! Dressing,207,14063,0.0006382095306018233,94.54178852640469
9\ Paper Plate,207,14064,0.0006382095306018233,94.5424267359353
Natural Unsalted Macadamia,207,14065,0.0006382095306018233,94.5430649454659
Baby Oil,207,14066,0.0006382095306018233,94.5437031549965
Chunky Baked Potato with Cheddar & Bacon Bits Soup,207,14067,0.0006382095306018233,94.54434136452711
Revive Rootbeer Kombucha,207,14068,0.0006382095306018233,94.54497957405772
Zero Kiwi Strawberry Nutrient Enhanced Water,207,14069,0.0006382095306018233,94.54561778358833
Plain Dairy Free Cream Cheese Alternative Classic,207,14070,0.0006382095306018233,94.54625599311893
Organic Iced Cafe Mocha Nutritional Shake,207,14071,0.0006382095306018233,94.54689420264954
Active Naturals Body Wash Calming Lavender Chamomile & Ylang Ylang,207,14072,0.0006382095306018233,94.54753241218015
Whole Grain Blends Wheat Couscous Roasted Garlic & Olive Oil,207,14073,0.0006382095306018233,94.54817062171075
Special Dark Cocoa,207,14074,0.0006382095306018233,94.54880883124136
Sweet Potato Puffs Cereal Snack,207,14075,0.0006382095306018233,94.54944704077197
"Jalapenos, Nacho Sliced",207,14076,0.0006382095306018233,94.55008525030257
Ice Cream Sandwiches,207,14077,0.0006382095306018233,94.55072345983318
pumpkin spice,207,14078,0.0006382095306018233,94.55136166936379
Ground Beef 85% Lean,207,14079,0.0006382095306018233,94.55199987889439
Organic Diabetic Lifestyle Bread,207,14080,0.0006382095306018233,94.552638088425
Meatloaf in Gravy,207,14081,0.0006382095306018233,94.5532762979556
"Beef Jerky, Grass-Fed, Spicy",207,14082,0.0006382095306018233,94.55391450748621
Toaster Strudel Cinnamon Roll Toaster Pastries,207,14083,0.0006382095306018233,94.55455271701682
Extra Heavy Overnight With Flexi-Wings Maxi Pads,207,14084,0.0006382095306018233,94.55519092654743
Extra Spearmint Sugar-Free Gum,207,14085,0.0006382095306018233,94.55582913607803
"Condensed Soup, Bean with Bacon",207,14086,0.0006382095306018233,94.55646734560864
Cherries,206,14087,0.000635126392772829,94.55710247200142
Moroccan Argan Oil Conditioner,206,14088,0.000635126392772829,94.5577375983942
Tuna Florentine Cat Food,206,14089,0.000635126392772829,94.55837272478698
Flu Symptom Relief Pellets,206,14090,0.000635126392772829,94.55900785117976
With Stainlifters Free Clear 63 Loads Laundry Detergent,206,14091,0.000635126392772829,94.55964297757254
Pita Chips Simply Naked Nothing but Sea Salt Baked,206,14092,0.000635126392772829,94.56027810396532
Brut Rosé,206,14093,0.000635126392772829,94.5609132303581
Hamburger Oval Dill Pickle Chips,206,14094,0.000635126392772829,94.56154835675088
Classic Coconut Bites,206,14095,0.000635126392772829,94.56218348314366
Less Sodium Teriyaki Marinade & Sauce,206,14096,0.000635126392772829,94.56281860953644
Cheesy Jalapeno Popped Corn Chips,206,14097,0.000635126392772829,94.56345373592922
Multi-Purpose Contact Lens Solution,206,14098,0.000635126392772829,94.564088862322
Ponzu,206,14099,0.000635126392772829,94.56472398871477
Clean Breeze® High Efficiency Liquid Laundry Detergent,206,14100,0.000635126392772829,94.56535911510755
C-Boost Fruit Juice Smoothie,206,14101,0.000635126392772829,94.56599424150033
Gigli,206,14102,0.000635126392772829,94.56662936789311
Cheddar Baked Snack Crackers,206,14103,0.000635126392772829,94.5672644942859
Organic 85% Dark Chocolate Black Rice Quinoa Crunch,206,14104,0.000635126392772829,94.56789962067867
Private Selection Pinot Noir,206,14105,0.000635126392772829,94.56853474707145
Prosciutto Tortelloni,206,14106,0.000635126392772829,94.56916987346423
"Farmstyle Greek Strained Yogurt Washington Raspberry, 2% Milkfat",206,14107,0.000635126392772829,94.56980499985701
Deliciously Organic Mmm...Chocolate Chip Cookie Mix,206,14108,0.000635126392772829,94.57044012624979
Caramel Hard Candies,206,14109,0.000635126392772829,94.57107525264257
D'Noir Prunes,206,14110,0.000635126392772829,94.57171037903535
Imported Swiss Cheese,206,14111,0.000635126392772829,94.57234550542813
California Apricots,206,14112,0.000635126392772829,94.57298063182091
"Gummi Candy, Peaches",206,14113,0.000635126392772829,94.57361575821369
Smoked Wild Alaskan Coho Salmon,206,14114,0.000635126392772829,94.57425088460647
Classic Catalina Dressing & Dip,206,14115,0.000635126392772829,94.57488601099925
Fresh Skin Apricot Face Scrub,206,14116,0.000635126392772829,94.57552113739203
Fresh and Clean 2 in 1 Shampoo,206,14117,0.000635126392772829,94.57615626378481
Strawberry Pomegranate Acai Kefir,206,14118,0.000635126392772829,94.57679139017759
100% Unbleached Recycled Bath Tissue,206,14119,0.000635126392772829,94.57742651657037
Fresh Squeezed IPA,206,14120,0.000635126392772829,94.57806164296315
Natural Unbleached Cheesecloth,206,14121,0.000635126392772829,94.57869676935593
Lemon Cucumber Sparkling Water,206,14122,0.000635126392772829,94.57933189574871
Dry Roasted Macadamias,206,14123,0.000635126392772829,94.57996702214149
Chips Ahoy Mini Chocolate Chip Cookies,206,14124,0.000635126392772829,94.58060214853427
Organic Lemon Thyme,206,14125,0.000635126392772829,94.58123727492705
Organic Lemon Agave Vinaigrette,206,14126,0.000635126392772829,94.58187240131983
Cantaloupe Spears,206,14127,0.000635126392772829,94.58250752771261
Tandoori Naan,205,14128,0.0006320432549438346,94.58313957096755
Naturals California Ripe Green Medium Olives,205,14129,0.0006320432549438346,94.58377161422248
Soft Flour Tortillas,205,14130,0.0006320432549438346,94.58440365747742
Meatless Vegan Jerky  Seitan Teriyaki,205,14131,0.0006320432549438346,94.58503570073236
Sweetened Dried Cranberries,205,14132,0.0006320432549438346,94.5856677439873
Chocolate Chip Ice Cream,205,14133,0.0006320432549438346,94.58629978724224
Bag Of Baby Lemons,205,14134,0.0006320432549438346,94.58693183049718
Teriyaki Roasted Seaweed Snacks,205,14135,0.0006320432549438346,94.58756387375212
Castor Oil,205,14136,0.0006320432549438346,94.58819591700706
"Fabric Softener Sheets, Fresh Linen scent",205,14137,0.0006320432549438346,94.588827960262
Sweet & Spicy Tuna Creations,205,14138,0.0006320432549438346,94.58946000351693
Spicy Yuba Noodles,205,14139,0.0006320432549438346,94.59009204677187
Black Roasted Sesame Seed,205,14140,0.0006320432549438346,94.59072409002681
Sweet Peas Steamers,205,14141,0.0006320432549438346,94.59135613328175
Infants Pain Reliever and Fever Reducer Berry Drops,205,14142,0.0006320432549438346,94.59198817653669
Lite Honey Mustard Vinaigrette Dressing Lite,205,14143,0.0006320432549438346,94.59262021979163
Sharp Cheddar Singles,205,14144,0.0006320432549438346,94.59325226304657
Stage 1 Apples Apples Apples Organic Pureed Baby Food,205,14145,0.0006320432549438346,94.5938843063015
Nutrition Protein Mix Blueberry Nut,205,14146,0.0006320432549438346,94.59451634955644
100% Whole Wheat Flour Burrito Tortillas,205,14147,0.0006320432549438346,94.59514839281138
Antibacterial Fresh Scent Canisters,205,14148,0.0006320432549438346,94.59578043606632
Organic Whole Rye Bread,205,14149,0.0006320432549438346,94.59641247932126
Neapolitan Ice Cream,205,14150,0.0006320432549438346,94.5970445225762
Brioche Hot Dog Buns,205,14151,0.0006320432549438346,94.59767656583114
York Miniatures Dark Chocolate Covered Peppermint Patties,205,14152,0.0006320432549438346,94.59830860908608
Large Pitted Ripe Olives,204,14153,0.0006289601171148403,94.59893756920319
Junmai Sake,204,14154,0.0006289601171148403,94.5995665293203
Super Nutty Granola,204,14155,0.0006289601171148403,94.60019548943741
Sparkling Water Beverage Lime,204,14156,0.0006289601171148403,94.60082444955452
"Linguine, No. 6",204,14157,0.0006289601171148403,94.60145340967163
Organic Wild Blueberry Fruit Spread,204,14158,0.0006289601171148403,94.60208236978875
Lady Grey Tea,204,14159,0.0006289601171148403,94.60271132990586
Expeller Pressed Refined Grapeseed Oil,204,14160,0.0006289601171148403,94.60334029002297
Popped Gluten Free Caramel Corn Rice Crisps,204,14161,0.0006289601171148403,94.60396925014008
Super Premium Natural Brown Paper Basket Coffee Filters (8-12 Cups),204,14162,0.0006289601171148403,94.6045982102572
Mediterranean Orzo Salad,204,14163,0.0006289601171148403,94.6052271703743
Diet Cran-Lemonade Juice,204,14164,0.0006289601171148403,94.60585613049142
Tropical Trail Mix,204,14165,0.0006289601171148403,94.60648509060853
Low-Fat Chicken Tortilla Soup,204,14166,0.0006289601171148403,94.60711405072564
Soft Pretzel Bites,204,14167,0.0006289601171148403,94.60774301084275
Chorizo Style,204,14168,0.0006289601171148403,94.60837197095987
Duck Mousse with Port Wine,204,14169,0.0006289601171148403,94.60900093107698
Sticky Toffee Pudding,204,14170,0.0006289601171148403,94.60962989119409
Baked Potato Soup,204,14171,0.0006289601171148403,94.6102588513112
Oat Revolution Classic Steel Cut Oats with Flax,204,14172,0.0006289601171148403,94.61088781142831
Apple Quinoa Cinnamon Oatmeal Fruit Squeeze,204,14173,0.0006289601171148403,94.61151677154542
Luau Barbeque Potato Chips,204,14174,0.0006289601171148403,94.61214573166254
Original Special K Toasted Rice Cereal,204,14175,0.0006289601171148403,94.61277469177965
Ancient Grain Tortillas 6 Count,204,14176,0.0006289601171148403,94.61340365189676
Butter Puff Pastry,204,14177,0.0006289601171148403,94.61403261201387
12 Grain Hearty Sliced Bread,204,14178,0.0006289601171148403,94.61466157213098
"Purple Asparagus, Bunch",204,14179,0.0006289601171148403,94.6152905322481
Corn & Butternut Squash Stage 2,204,14180,0.0006289601171148403,94.61591949236521
Milano Raspberry Cookies,204,14181,0.0006289601171148403,94.61654845248232
Organic Creamy Milk Chocolate,204,14182,0.0006289601171148403,94.61717741259943
"Crackers, Puffed, Lightly Salted Corn",204,14183,0.0006289601171148403,94.61780637271654
Beyond Grain Free Wild Salmon Recipe Wet Cat Food,204,14184,0.0006289601171148403,94.61843533283366
Steam Crisp White Shoepeg Corn,204,14185,0.0006289601171148403,94.61906429295077
Perfectly Protein Vanilla Chai Tea,204,14186,0.0006289601171148403,94.61969325306788
Petit Ecolier Extra Dark Chocolate European Biscuits,204,14187,0.0006289601171148403,94.62032221318499
Crunchy Chickpeas Korean BBQ,204,14188,0.0006289601171148403,94.6209511733021
Watermelon/Mixed Berry Variety Pack Low-Fat Greek Yogurt,204,14189,0.0006289601171148403,94.62158013341922
Natural Raw Cane Turbinado Sugar,204,14190,0.0006289601171148403,94.62220909353633
Lavender Lullaby Soap,204,14191,0.0006289601171148403,94.62283805365344
Light Creamy Alfredo Sauce,204,14192,0.0006289601171148403,94.62346701377055
Chicken Breast Fillet,203,14193,0.000625876979285846,94.62409289074984
Organic Sprouted Honey Wheat Bread with Flaxseed,203,14194,0.000625876979285846,94.62471876772912
Ground Sage,203,14195,0.000625876979285846,94.6253446447084
Whole Milk New Orleans Coffee Yogurt,203,14196,0.000625876979285846,94.62597052168769
Ranch Salad Dressing,203,14197,0.000625876979285846,94.62659639866698
Key Lime Sugar Free Sparkling Water,203,14198,0.000625876979285846,94.62722227564626
Caramelized Onions And Gruyere Cheese Ravioli,203,14199,0.000625876979285846,94.62784815262555
Brownie Crunch Bar Dark Chocolate,203,14200,0.000625876979285846,94.62847402960483
Smoked Uncured Kielbasa,203,14201,0.000625876979285846,94.62909990658412
Organic Refried Beans,203,14202,0.000625876979285846,94.6297257835634
Snack & Go Original Applesauce Cups,203,14203,0.000625876979285846,94.63035166054269
"Avocado Oil, Popcorn",203,14204,0.000625876979285846,94.63097753752197
Honey BBQ Flavored Chicken Strips,203,14205,0.000625876979285846,94.63160341450126
Heirloom Forbidden Rice,203,14206,0.000625876979285846,94.63222929148054
Clementine,203,14207,0.000625876979285846,94.63285516845983
Mandarin Orange Segments in Light Syrup,203,14208,0.000625876979285846,94.63348104543911
Gin-Gins Hard Ginger Candy Double Strength,203,14209,0.000625876979285846,94.6341069224184
Plugins Scented Oil Warmer,203,14210,0.000625876979285846,94.63473279939768
1pk 270ct Refill,203,14211,0.000625876979285846,94.63535867637697
Meatless Vegan Hot Dogs,203,14212,0.000625876979285846,94.63598455335625
Super Sensitive Shampoo & Bodywash,203,14213,0.000625876979285846,94.63661043033554
Fabric Softener Dryer Sheet Outdoor Fresh 105CT Fabric Enhancers,203,14214,0.000625876979285846,94.63723630731482
Organic Mexican Chocolate Ice Cream,203,14215,0.000625876979285846,94.63786218429411
Sliced Real Bread,203,14216,0.000625876979285846,94.63848806127339
Mild Red Taco Sauce,203,14217,0.000625876979285846,94.63911393825268
Organic Sliced Mild Cheddar,203,14218,0.000625876979285846,94.63973981523196
Organic Baby Food Garden Vegetables with Turkey,203,14219,0.000625876979285846,94.64036569221125
Tartar Sauce Squeeze Bottle,203,14220,0.000625876979285846,94.64099156919053
Hershey's Chocolate Creme Pie Singles,203,14221,0.000625876979285846,94.64161744616982
Organic Pasture Raised Local Eggs,203,14222,0.000625876979285846,94.6422433231491
Phillips Gourmet Portabella Mushroom,203,14223,0.000625876979285846,94.64286920012839
One Chocolate Cherry Almond Meal Bar,203,14224,0.000625876979285846,94.64349507710767
Oikos Fat Free Blueberry Greek Yogurt,203,14225,0.000625876979285846,94.64412095408696
French Butter Cookies Coated in Dark Chocolate,203,14226,0.000625876979285846,94.64474683106624
Chili Mix,203,14227,0.000625876979285846,94.64537270804553
Variety Pack Hawaiian Potato Chips,202,14228,0.0006227938414568516,94.64599550188699
Fresh Shower Daily Shower Cleaner,202,14229,0.0006227938414568516,94.64661829572844
Summer Vegetable Dinner Stage 2,202,14230,0.0006227938414568516,94.6472410895699
Multi-Symptom Relief Caplets,202,14231,0.0006227938414568516,94.64786388341136
Organic Navel Oranges,202,14232,0.0006227938414568516,94.64848667725282
Fresh 'n Clean Sliced Mushrooms,202,14233,0.0006227938414568516,94.64910947109428
Frozen Limeade Concentrate,202,14234,0.0006227938414568516,94.64973226493574
Sheer Floral Sensitive Skin Cleansing Cloths,202,14235,0.0006227938414568516,94.6503550587772
Organic Maple Agave Pancake Syrup,202,14236,0.0006227938414568516,94.65097785261865
Dulce De Leche Sugar Free Pudding,202,14237,0.0006227938414568516,94.65160064646011
Sardines in Olive Oil,202,14238,0.0006227938414568516,94.65222344030157
Skin Relief Body Wash Fragrance Free,202,14239,0.0006227938414568516,94.65284623414303
Buffalo Wing Sauce,202,14240,0.0006227938414568516,94.65346902798449
Gluten-Free Tuscan Crackerz,202,14241,0.0006227938414568516,94.65409182182594
Cocoa-Dough Frozen Desserts,202,14242,0.0006227938414568516,94.6547146156674
Spicy Chik'n Veggie Patties,202,14243,0.0006227938414568516,94.65533740950886
Smoked Wild Sockeye Salmon,202,14244,0.0006227938414568516,94.65596020335032
Natural Beef & Chicken Formula Food for Cats,202,14245,0.0006227938414568516,94.65658299719178
Barnum's Animals Crackers,202,14246,0.0006227938414568516,94.65720579103323
Stand 'n Stuff Soft Flour Tortillas,202,14247,0.0006227938414568516,94.6578285848747
"Truffle, Nut Butter, Cacao Almond",202,14248,0.0006227938414568516,94.65845137871615
Platinum Power Clean™ Refreshing Rain™ Dishwashing Liquid,202,14249,0.0006227938414568516,94.65907417255761
Chocolate Coconut Almond Protein Bar,202,14250,0.0006227938414568516,94.65969696639907
Pasteurized Apple Juice,202,14251,0.0006227938414568516,94.66031976024053
Chocolate Reese's Frozen Dairy Dessert,202,14252,0.0006227938414568516,94.66094255408198
Creamy Spicy Pepper Jack Cheese Wedge,202,14253,0.0006227938414568516,94.66156534792344
Organic Raw Hunza Goji Berries,202,14254,0.0006227938414568516,94.6621881417649
Caramel Syrup,202,14255,0.0006227938414568516,94.66281093560636
Reduced Fat Mild Cheddar Shredded Cheese,202,14256,0.0006227938414568516,94.66343372944782
Green Tea With A Hint Of Jasmine,202,14257,0.0006227938414568516,94.66405652328928
Medium Roast Whole Bean Organic Coffee,202,14258,0.0006227938414568516,94.66467931713073
Sensitive with Iron Infant Formula,202,14259,0.0006227938414568516,94.66530211097219
Bubblemint Sugarfree Gum,202,14260,0.0006227938414568516,94.66592490481365
2% Shredded Sharp Cheddar Cheese,202,14261,0.0006227938414568516,94.66654769865511
Organic Chipotle Roasted Seaweed Snacks,202,14262,0.0006227938414568516,94.66717049249657
Cherry Vanilla Ice Cream,202,14263,0.0006227938414568516,94.66779328633802
Heat & Eat Organic Long Grain Bowl Rice Bowl,202,14264,0.0006227938414568516,94.66841608017948
Pro Health Fresh Clean Mint Whitening Gel Fluoride Toothpaste,202,14265,0.0006227938414568516,94.66903887402094
Chicken Legs,201,14266,0.0006197107036278574,94.66965858472457
Chocolatey Chip Teddy Grahams,201,14267,0.0006197107036278574,94.6702782954282
"Salad Dressing, Bleu Cheese, Vegan",201,14268,0.0006197107036278574,94.67089800613184
Organic Lower Sodium French Lentil Soup,201,14269,0.0006197107036278574,94.67151771683547
Classic Caesar Salad,201,14270,0.0006197107036278574,94.6721374275391
Old Vine Zin,201,14271,0.0006197107036278574,94.67275713824273
Foldit 5 Grain Flax Flatbread,201,14272,0.0006197107036278574,94.67337684894636
Organic Jammy Sammy Blueberry & Oatmeal Sandwich Bars,201,14273,0.0006197107036278574,94.67399655964999
Stir Fry Pad Thai,201,14274,0.0006197107036278574,94.67461627035362
Natural Uncured Beef Hot Dog,201,14275,0.0006197107036278574,94.67523598105726
Organic Bucatini,201,14276,0.0006197107036278574,94.67585569176089
Peanut Butter Filled Pretzel Nuggets,201,14277,0.0006197107036278574,94.67647540246452
Ultimate Omega 1280mg omega-3,201,14278,0.0006197107036278574,94.67709511316815
Chocolate Coconut Almond Protein Nut Bar,201,14279,0.0006197107036278574,94.67771482387178
Mango Apricot Fruit Snack,201,14280,0.0006197107036278574,94.67833453457541
Dark Chocolate Covered Almonds,201,14281,0.0006197107036278574,94.67895424527904
Steamfresh Chef's Favorites Lightly Sauced Roasted Red Potatoes & Green Beans,201,14282,0.0006197107036278574,94.67957395598268
Peeled Paradise Found Mixed Fruit,201,14283,0.0006197107036278574,94.6801936666863
Daily Moisture Shampoo,201,14284,0.0006197107036278574,94.68081337738994
Breaded Chicken Breast Patties,201,14285,0.0006197107036278574,94.68143308809357
Double Strength Energy Drink,201,14286,0.0006197107036278574,94.6820527987972
Organic French Vanilla Yogurt,201,14287,0.0006197107036278574,94.68267250950083
Grand Reserve Balsamic Vinegar,201,14288,0.0006197107036278574,94.68329222020446
Almond Ice Cream Bars,201,14289,0.0006197107036278574,94.6839119309081
Good Buddy Meaty Center Bone,201,14290,0.0006197107036278574,94.68453164161173
Sparkling Apple Cranberry 100% Juice,201,14291,0.0006197107036278574,94.68515135231536
Sesame Street Bert & Ernie's Berry 100% Juice,201,14292,0.0006197107036278574,94.68577106301899
Baby Wash & Shampoo,201,14293,0.0006197107036278574,94.68639077372262
Gluten Free Vegetable Pot Pie,201,14294,0.0006197107036278574,94.68701048442625
Carnation Fat Free Evaporated Milk,201,14295,0.0006197107036278574,94.68763019512988
Orange Juice with No Pulp,201,14296,0.0006197107036278574,94.68824990583352
Oatmeal Blueberry Acai Flax Fruit Squeeze,201,14297,0.0006197107036278574,94.68886961653715
Slow Churned Chocolate Light Ice Cream,201,14298,0.0006197107036278574,94.68948932724078
Uncured Cherry Smoked Bacon,201,14299,0.0006197107036278574,94.69010903794441
Grands! Flaky Layers Honey Butter Biscuit,201,14300,0.0006197107036278574,94.69072874864804
Light Chicken Vegetable Rotini Soup,201,14301,0.0006197107036278574,94.69134845935167
Quadratic Bite Size Dark Chocolate Wafer Cookies,201,14302,0.0006197107036278574,94.6919681700553
Organic Beans Pinto,201,14303,0.0006197107036278574,94.69258788075894
94% Fat Free Microwave Butter Popcorn,201,14304,0.0006197107036278574,94.69320759146257
Iced Coffee Low Calorie Coffee + Milk,201,14305,0.0006197107036278574,94.6938273021662
Premium Bun Length Beef Franks,201,14306,0.0006197107036278574,94.69444701286983
Artisan Style Corn & Whole Wheat Blend Tortillas,201,14307,0.0006197107036278574,94.69506672357346
Blasts! Reese's Peanut Butter Cups Frozen Dairy Dessert,201,14308,0.0006197107036278574,94.69568643427709
Unbleached White All Purpose Organic Flour,201,14309,0.0006197107036278574,94.69630614498072
White Corn Tortillas Super Size,201,14310,0.0006197107036278574,94.69692585568436
93% Lean Ground Beef,201,14311,0.0006197107036278574,94.69754556638799
AA Alkaline Batteries,200,14312,0.0006166275657988631,94.69816219395379
Ready Snax Apples  & Cheese with Caramel Dip,200,14313,0.0006166275657988631,94.6987788215196
Vanilla Toffee Bar Crunch Ice Cream,200,14314,0.0006166275657988631,94.6993954490854
Coconut Dreams Cookies,200,14315,0.0006166275657988631,94.7000120766512
Automatic Toilet Bowl Cleaner with Bleach,200,14316,0.0006166275657988631,94.70062870421701
Spicy Jalapeno Refried Beans,200,14317,0.0006166275657988631,94.70124533178281
"Tangerine, California",200,14318,0.0006166275657988631,94.70186195934862
Original Creole Seasoning,200,14319,0.0006166275657988631,94.70247858691442
Classic Chevre Crumbled Goat Cheese,200,14320,0.0006166275657988631,94.70309521448023
Organic Vegetable Alphabets Pasta,200,14321,0.0006166275657988631,94.70371184204603
Mashed Potatoes Garlic ID 525 Refrigerated Sides,200,14322,0.0006166275657988631,94.70432846961184
Organic Traditional Red Miso,200,14323,0.0006166275657988631,94.70494509717764
Original Berry Flavor  Children's,200,14324,0.0006166275657988631,94.70556172474345
Blueberry Banana Walnut Hot Oats,200,14325,0.0006166275657988631,94.70617835230925
Organic 100% Whole Wheat Penne Rigate,200,14326,0.0006166275657988631,94.70679497987506
Lasagna Pans,200,14327,0.0006166275657988631,94.70741160744086
Gingerman Sweet and Simple Cookkies,200,14328,0.0006166275657988631,94.70802823500667
Chicken & Broccoli Alfredo,200,14329,0.0006166275657988631,94.70864486257247
The Original Five Cheese Texas Toast,200,14330,0.0006166275657988631,94.70926149013827
Flip Pumpkin Harvest Crisp Lowfat Greek Yogurt,200,14331,0.0006166275657988631,94.70987811770408
Heavy Duty Fresh Scent Oven Cleaner,200,14332,0.0006166275657988631,94.71049474526988
Rye Pride Seeded Bread,200,14333,0.0006166275657988631,94.71111137283569
Lemon Ultra Dishwashing Liquid,200,14334,0.0006166275657988631,94.7117280004015
Hawaiian Breeze Scented Oil Refill,200,14335,0.0006166275657988631,94.7123446279673
Unwrapped Bites,200,14336,0.0006166275657988631,94.7129612555331
Brown Rice Pilaf Whole Grain Blends,200,14337,0.0006166275657988631,94.7135778830989
Robert Mondavi,200,14338,0.0006166275657988631,94.71419451066471
Busy Bone Dog Treats Real Meat Sm & Med 6,200,14339,0.0006166275657988631,94.71481113823052
Sports Drink Zero Grape,200,14340,0.0006166275657988631,94.71542776579632
Sandwich Pepperoni,199,14341,0.0006135444279698688,94.71604131022428
Organic Montebello Spaghetti Italian Pasta,199,14342,0.0006135444279698688,94.71665485465225
Organic 70% Dark Chocolate With Ginger Bar,199,14343,0.0006135444279698688,94.71726839908021
Superior Cola,199,14344,0.0006135444279698688,94.71788194350817
Bittersweet 60% Chocolate Baking Chips,199,14345,0.0006135444279698688,94.71849548793614
White Revive Laundry Stain Remover 45 Loads,199,14346,0.0006135444279698688,94.7191090323641
Raw Probiotic Kids,199,14347,0.0006135444279698688,94.71972257679207
Almond Joy Creamer,199,14348,0.0006135444279698688,94.72033612122003
Toffee Almond Fudge Frozen Dessert,199,14349,0.0006135444279698688,94.72094966564799
Canary Melon,199,14350,0.0006135444279698688,94.72156321007596
Zero Calorie Fruit Punch Sports Drink,199,14351,0.0006135444279698688,94.72217675450392
Original Petroleum Jelly,199,14352,0.0006135444279698688,94.72279029893188
100% Natural Sponge Cloths,199,14353,0.0006135444279698688,94.72340384335985
Roasted Organic Red Potatoes,199,14354,0.0006135444279698688,94.72401738778781
Acai & Blueberry Flavors Dark Chocolate,199,14355,0.0006135444279698688,94.72463093221577
Shampoo Nourishing Lavender,199,14356,0.0006135444279698688,94.72524447664374
Organic Olive Oil & Balsamic Vinaigrette,199,14357,0.0006135444279698688,94.7258580210717
Oat Bran,199,14358,0.0006135444279698688,94.72647156549966
7 Grain Light Style Bread,199,14359,0.0006135444279698688,94.72708510992763
